"","day","hour","min_group","statn 1","statn 2","statn 3","statn 4","statn 5","statn 6","statn 7","statn 8","statn 9","statn 10","statn 11","statn 12","statn 13","statn 14","statn 15","statn 16","statn 17","statn 18","statn 19","statn 20","statn 21","statn 22","statn 23","statn 24","statn 25","statn 26","statn 27","statn 28","statn 29","statn 30","statn 31","statn 32","statn 33","statn 34","statn 35","statn 36","statn 37","statn 38","statn 39","statn 40","statn 41","statn 42","statn 43","statn 44","statn 45","statn 46","statn 47","statn 48","statn 49","statn 50","statn 51","statn 52","statn 53","statn 54","statn 55","statn 56","statn 57","statn 58","statn 59","statn 60","statn 61","statn 62","statn 63","statn 64","statn 65","statn 66","statn 67","statn 68","statn 69","statn 70","statn 71","statn 72","statn 73","statn 74","statn 75","statn 76","statn 77","statn 78","statn 79","statn 80","statn 81","statn 82","statn 83","statn 84","statn 85","statn 86","statn 87","statn 88","statn 89","statn 90","statn 91","statn 92","statn 93","statn 94","statn 95","statn 96","statn 97","statn 98","statn 99","statn 100","statn 101","statn 102","statn 103","statn 104","statn 105","statn 106","statn 107","statn 108","statn 109","statn 110","statn 111","statn 112","statn 113","statn 114","statn 115","statn 116","statn 117","statn 118","statn 119","statn 120","statn 121","statn 122","statn 123","statn 124","statn 125","statn 126","statn 127","statn 128","statn 129","statn 130","statn 131","statn 132","statn 133","statn 134","statn 135","statn 136","statn 137","statn 138","statn 139","statn 140","statn 141","statn 142"
"43","Thursday","18","1","15","14","19","21","17","20","24","23","10","25","13","14","27","23","18","20","16","27","22","13","24","23","20","18","29","19","25","22","16","24","17","22","8","19","21","29","18","27","15","24","22","19","17","30","20","12","20","8","26","22","21","12","23","13","26","12","8","22","11","22","18","27","18","24","14","26","18","19","22","22","22","20","20","20","17","18","24","22","19","26","16","21","23","26","21","27","22","26","25","31","15","27","27","21","15","13","22","24","17","17","21","32","21","21","24","20","11","16","20","19","24","19","17","29","16","19","26","16","20","14","19","21","17","17","22","24","24","18","21","21","15","23","9","14","29","25","20","25","19","13","15","17"
"44","Thursday","18","2","17","14","15","18","20","16","22","22","18","17","23","24","14","26","14","23","25","14","10","25","22","25","19","17","16","26","22","29","24","14","13","15","21","21","14","24","22","21","22","20","19","22","20","14","13","25","19","15","28","20","23","26","28","16","27","17","14","27","21","18","18","30","24","9","17","18","26","25","14","14","17","13","22","23","14","25","21","24","23","21","14","21","28","15","17","20","12","32","27","16","21","15","16","21","23","19","8","19","11","18","19","24","24","17","9","26","22","13","18","15","16","23","23","22","20","12","17","17","17","15","21","17","21","27","23","16","24","24","23","17","14","27","15","24","14","20","20","17","22","21","22","30"
"45","Thursday","18","3","20","16","20","12","29","24","19","16","22","19","18","14","14","20","22","17","25","21","26","16","21","26","25","21","13","18","20","22","17","13","7","21","21","26","21","12","18","24","25","19","26","23","14","16","18","12","15","29","13","27","20","31","11","21","22","14","24","21","24","23","18","18","21","13","15","22","16","13","16","28","19","19","18","22","19","15","29","18","14","23","21","22","23","19","17","19","17","24","19","21","20","27","15","24","13","26","23","18","18","18","26","19","12","28","16","18","24","12","17","21","28","19","19","15","15","17","14","28","18","18","17","20","16","13","21","17","9","18","24","16","12","26","27","21","15","24","15","21","21","26","21","19"
"46","Thursday","18","4","24","28","15","18","18","23","19","30","15","18","22","17","18","23","13","18","24","24","25","22","21","31","16","24","19","19","20","23","29","15","22","28","28","20","28","21","20","21","12","19","20","19","31","20","19","25","11","14","21","26","15","19","30","25","22","27","22","22","21","24","28","30","18","24","26","22","15","15","15","22","18","16","24","19","26","19","19","16","24","27","18","26","20","16","16","24","27","14","23","16","22","9","22","26","21","15","17","26","22","31","22","14","15","16","18","19","10","15","17","18","16","21","12","14","23","15","15","22","16","18","17","27","13","24","15","11","25","24","16","21","20","20","18","27","31","20","26","29","21","35","20","8"
"47","Thursday","18","5","11","20","22","21","20","19","19","16","21","25","28","17","30","25","28","18","23","24","17","25","15","16","13","20","27","21","25","13","18","21","27","27","14","21","20","13","21","16","15","12","27","17","17","15","18","11","19","29","20","25","16","17","26","24","18","17","17","18","26","19","20","21","19","19","20","17","21","23","12","18","17","23","21","21","21","25","14","21","25","17","18","13","22","21","23","13","9","22","22","11","24","20","13","21","24","26","17","14","11","20","14","23","22","21","24","24","17","21","13","29","18","27","14","22","16","15","16","20","28","15","12","23","17","9","22","12","19","17","18","20","21","14","10","13","16","22","19","15","24","19","24","12"
"48","Thursday","18","6","21","12","9","10","28","21","11","19","18","25","30","27","22","29","10","25","30","22","16","23","14","25","24","18","21","30","16","21","21","20","26","20","16","27","20","26","10","16","15","17","25","29","14","17","14","17","17","25","27","21","20","22","21","21","30","21","17","18","14","13","23","14","20","31","20","19","21","22","19","25","24","22","19","18","15","18","14","21","24","13","16","8","26","13","20","13","23","24","16","18","32","15","15","16","23","25","6","19","17","17","27","15","19","12","18","18","13","35","24","8","23","15","22","19","17","19","19","20","23","26","18","28","19","24","15","16","21","24","20","15","7","18","17","12","19","26","13","27","22","26","31","22"
"49","Thursday","17","1","18","24","18","17","12","23","18","18","15","20","23","17","19","13","19","13","23","29","21","19","17","17","23","12","16","15","20","13","20","19","18","21","13","19","27","19","22","23","22","22","21","30","23","12","10","23","18","29","24","23","20","17","20","11","18","15","29","20","12","23","21","16","11","12","31","6","22","22","19","18","16","19","28","23","20","26","15","25","24","26","13","13","20","21","17","13","18","16","10","23","26","26","21","23","16","26","19","15","18","18","22","15","20","29","21","10","28","23","21","16","28","14","18","15","20","11","16","26","22","17","8","13","8","15","23","25","15","11","27","12","17","30","20","17","24","16","26","12","20","20","18","28"
"50","Thursday","17","2","29","25","23","15","13","26","17","15","15","19","28","27","21","6","22","31","16","23","19","12","23","17","11","14","22","16","24","25","18","14","20","18","20","24","10","27","14","16","17","10","22","19","24","22","21","19","21","17","19","20","21","16","24","25","18","28","18","22","16","24","22","17","22","21","11","22","14","24","31","20","26","17","21","15","12","21","23","17","22","14","24","17","20","22","18","24","14","23","18","17","24","27","17","19","24","28","21","16","17","20","28","17","12","10","14","32","24","16","15","26","15","24","14","23","13","21","18","29","17","34","15","16","22","24","19","13","21","6","17","22","21","29","21","19","19","20","24","18","21","25","13","18"
"51","Thursday","17","3","18","27","14","19","26","20","19","24","18","19","12","22","20","17","23","22","17","19","27","26","33","16","23","19","24","21","29","18","19","16","10","22","10","20","16","21","17","22","17","19","20","31","17","21","24","18","23","14","28","17","22","15","30","22","25","12","15","12","18","16","24","19","19","6","21","19","24","16","16","20","18","29","29","15","13","11","22","16","28","15","11","17","25","13","23","15","20","17","13","22","18","18","15","13","15","16","27","19","19","30","17","24","18","15","19","16","18","25","19","21","23","7","24","18","19","22","29","18","20","22","15","25","16","27","18","9","10","28","20","16","20","22","32","22","14","18","21","20","17","24","25","20"
"52","Thursday","17","4","27","26","10","14","20","26","22","20","23","27","17","24","23","27","13","18","26","23","21","12","13","13","20","18","16","16","19","28","26","28","19","18","14","21","11","16","19","29","24","16","22","20","18","26","15","19","18","16","16","16","17","16","11","11","26","21","26","24","28","14","13","15","18","18","20","19","23","6","30","12","23","22","15","19","24","16","24","21","20","23","23","11","24","25","16","18","24","16","23","18","23","22","17","15","19","27","23","19","20","23","18","24","14","17","6","29","11","11","18","17","22","28","16","22","19","11","19","22","16","19","18","17","28","24","20","26","20","15","19","26","19","17","30","26","25","23","28","15","27","9","24","28"
"53","Thursday","17","5","24","10","10","13","13","24","18","20","19","20","29","21","14","15","12","23","18","9","23","26","22","18","17","19","23","14","12","15","22","26","19","15","18","23","11","13","12","31","18","18","19","20","22","17","20","23","22","28","18","19","8","14","26","25","29","20","24","20","24","18","18","21","19","28","13","19","19","18","20","29","19","17","22","20","28","27","23","22","23","17","14","25","24","11","24","22","15","18","10","20","16","19","18","20","9","9","23","21","8","19","8","20","22","6","25","24","27","14","23","24","25","24","21","17","13","17","24","16","11","23","14","17","27","23","24","12","22","17","23","14","14","18","20","15","23","14","25","14","21","15","21","16"
"54","Thursday","17","6","19","20","17","26","16","20","15","9","22","21","15","25","13","23","18","29","19","26","17","21","29","29","12","20","19","19","35","17","10","30","23","17","23","22","20","21","16","27","18","22","21","18","18","19","20","17","16","26","22","18","24","16","18","10","17","14","9","25","25","17","28","12","20","18","28","15","29","18","23","18","14","24","26","18","24","26","19","14","16","20","13","14","17","17","23","15","27","18","16","30","31","21","27","21","23","14","16","22","21","16","26","19","22","23","11","15","18","25","16","15","16","22","18","15","24","23","21","16","15","21","16","20","14","12","23","26","19","29","24","22","18","19","20","14","28","17","24","12","17","21","20","28"
"55","Thursday","21","1","14","24","13","10","21","17","22","28","8","12","27","18","25","18","20","20","18","16","19","15","19","35","24","17","20","25","16","18","22","14","21","22","13","24","15","24","20","13","27","15","21","17","25","22","19","22","20","25","12","26","23","31","16","21","17","17","21","21","9","18","13","16","14","23","29","26","12","22","16","28","11","17","12","28","10","25","13","14","24","19","27","26","23","25","23","33","26","21","19","30","24","21","15","16","19","22","15","17","12","30","19","21","24","15","19","18","22","24","21","18","19","26","23","14","20","12","24","12","17","16","15","18","14","15","24","27","19","19","21","15","15","25","21","18","16","23","3","25","16","26","13","21"
"56","Thursday","21","2","11","16","16","21","15","13","15","25","10","20","14","11","17","21","17","20","21","23","22","27","18","24","22","24","18","15","10","27","19","28","28","15","14","21","19","13","24","24","17","23","18","20","12","29","13","10","21","20","27","9","16","19","17","20","22","24","17","21","25","22","21","20","21","21","28","20","18","13","18","21","23","21","16","12","14","15","22","19","23","22","22","16","16","18","25","16","17","13","27","21","20","15","24","17","15","19","18","10","28","25","17","11","19","22","20","19","8","10","19","26","18","12","25","21","23","16","14","24","25","20","25","13","21","14","17","21","22","24","12","27","11","22","22","19","22","21","9","12","22","22","15","14"
"57","Thursday","21","3","5","27","32","17","19","22","19","16","14","20","16","21","18","15","17","20","19","19","16","20","12","14","22","14","15","24","15","17","15","27","25","12","17","21","16","15","17","18","17","16","21","23","22","18","25","21","23","18","14","9","5","21","21","25","20","16","21","24","20","14","20","19","13","18","12","22","23","14","16","20","18","20","31","21","13","19","25","21","25","24","16","27","17","22","15","25","13","19","17","20","28","18","28","22","17","18","20","27","21","21","18","22","27","9","20","23","25","14","14","15","23","13","19","12","15","18","14","15","17","18","28","12","17","19","23","15","13","24","23","15","12","24","13","19","26","26","22","17","16","12","17","22"
"58","Thursday","21","4","21","26","15","19","29","16","22","21","21","19","17","6","23","15","29","22","15","22","21","18","26","22","27","23","16","20","7","10","20","31","24","18","11","22","19","20","19","11","13","26","16","24","17","20","9","18","9","23","14","25","20","21","23","21","23","17","19","20","21","17","22","24","24","27","20","17","23","13","20","18","15","23","30","22","22","21","23","30","13","22","11","21","22","11","21","18","16","24","18","22","19","14","15","28","22","13","25","20","19","16","17","20","15","15","25","29","12","19","29","19","18","23","19","16","15","18","14","15","14","15","10","17","17","24","15","22","20","13","22","19","22","19","28","20","24","22","18","22","17","25","6","22"
"59","Thursday","21","5","11","17","19","18","17","28","21","16","12","28","18","24","20","28","16","10","25","18","18","13","19","22","22","20","20","22","16","13","27","20","11","17","24","23","16","26","21","23","17","23","20","19","18","19","21","16","13","17","8","20","27","13","16","17","26","31","20","21","24","18","28","29","24","22","25","29","12","25","25","18","16","21","30","21","21","18","12","23","17","19","15","14","22","16","24","20","19","9","12","12","17","20","19","22","25","29","23","13","23","20","20","20","26","14","13","14","23","23","15","17","19","23","15","22","16","17","17","18","6","15","20","18","23","25","28","18","10","21","25","17","22","19","13","16","18","20","14","20","31","20","24","24"
"60","Thursday","21","6","10","26","25","18","20","26","15","20","20","11","28","12","12","13","22","3","12","26","24","18","17","22","14","10","10","28","17","13","15","29","15","21","13","26","17","15","24","15","9","24","23","24","29","17","25","10","26","15","13","5","12","18","13","23","22","19","29","20","18","26","16","26","18","14","18","19","18","23","16","24","26","13","25","16","27","12","8","24","15","14","13","13","21","18","26","20","23","22","17","20","17","23","22","23","26","24","16","19","21","16","17","21","21","23","16","28","25","19","15","21","18","22","16","23","20","4","22","24","14","29","19","22","17","17","22","19","23","19","23","20","18","20","15","17","21","17","24","26","14","12","14","21"
